FIPS,Mortality_Rate,Avg_Ann_Deaths
48065,45,4
53061,45,300
09009,44.9,467
19115,44.9,6
27025,44.9,24
31121,44.9,5
46093,44.9,12
48153,44.9,4
55115,44.9,27
06077,44.8,277
12065,44.8,9
17085,44.8,17
18003,44.8,163
28031,44.8,11
42055,44.8,89
46013,44.8,22
53005,44.8,81
17031,44.7,"2,369"
17113,44.7,68
40009,44.7,10
41071,44.7,50
55139,44.7,85
55095,44.7,27
50013,44.6,4
13221,44.5,8
19117,44.5,6
42117,44.5,27
48425,44.5,5
51159,44.5,6
53025,44.5,39
13051,44.4,126
19027,44.4,14
36095,44.4,20
48439,44.4,654
53037,44.4,18
06095,44.3,186
39169,44.3,62
51075,44.3,13
09007,44.2,96
22027,44.2,10
26093,44.2,86
27119,44.2,18
29165,44.2,40
31111,44.2,20
34005,44.2,232
36043,44.2,39
38101,44.2,29
39149,44.2,24
51735,44.2,7
22077,44.1,13
29137,44.1,6
39041,44.1,66
49019,44.1,5
01085,44,6
17123,44,9
19037,44,8
30093,44,20
30077,44,4
36027,44,151
41057,44,19
45003,44,91
46127,44,8
51079,44,9
01025,43.9,15
17027,43.9,20
26061,43.9,19
42017,43.9,340
42013,43.9,79
50015,43.9,13
04007,43.8,42
06021,43.8,14
13073,43.8,53
23015,43.8,26
26015,43.8,33
27139,43.8,41
27159,43.8,10
36103,43.8,751
53059,43.8,6
16047,43.7,8
16017,43.7,26
17089,43.7,193
17051,43.7,13
27127,43.7,11
27075,43.7,8
42037,43.7,38
42021,43.7,95
17133,43.6,17
18159,43.6,10
19125,43.6,18
46037,43.6,5
55103,43.6,11
08055,43.5,6
13291,43.5,18
37089,43.5,80
39057,43.5,81
46135,43.5,13
48145,43.5,10
48487,43.5,7
53031,43.5,27
55123,43.5,19
56045,43.5,4
17189,43.4,9
51067,43.4,34
06043,43.3,13
09011,43.3,142
25009,43.3,390
41025,43.3,5
48165,43.3,6
27141,43.2,30
31093,43.2,4
35035,43.2,33
41005,43.2,189
41031,43.2,11
42115,43.2,27
48185,43.2,14
54061,43.2,36
12119,43.1,110
13269,43.1,5
20035,43.1,20
27043,43.1,10
29001,43.1,12
29087,43.1,3
30083,43.1,5
48189,43.1,15
55063,43.1,55
55035,43.1,46
01023,43,9
27123,43,227
42067,43,14
53035,43,123
18179,42.9,15
28105,42.9,16
33003,42.9,35
46129,42.9,4
48019,42.9,15
54001,42.9,9
20053,42.8,4
25021,42.8,354
34025,42.8,317
37135,42.8,50
38099,42.8,8
48113,42.8,802
50007,42.8,67
06023,42.7,65
20201,42.7,4
25019,42.7,5
27173,42.7,6
27027,42.7,25
40093,42.7,5
48091,42.7,61
51161,42.7,56
53065,42.7,27
06067,42.6,595
36109,42.6,40
38035,42.6,26
25017,42.5,713
27171,42.5,44
08077,42.4,77
17019,42.4,73
22023,42.4,3
12109,42.3,107
19001,42.3,5
42011,42.3,211
48299,42.3,19
56021,42.3,42
25007,42.2,10
31041,42.2,7
37137,42.2,10
44005,42.2,50
53073,42.2,95
06099,42.1,200
06045,42.1,51
12095,42.1,424
28019,42.1,5
36007,42.1,111
51037,42.1,8
12073,42,98
16083,42,37
27111,42,39
30063,42,45
51685,42,4
56033,42,15
12115,41.9,366
31035,41.9,4
35061,41.9,34
37119,41.9,314
48329,41.9,54
48193,41.9,7
51023,41.9,20
04011,41.8,4
09013,41.8,65
37055,41.8,18
38003,41.8,7
45065,41.8,8
50025,41.8,25
55039,41.8,53
12081,41.7,236
19093,41.7,5
19033,41.7,27
28073,41.7,21
32031,41.7,182
38049,41.7,4
41061,41.7,15
48117,41.7,7
51121,41.7,33
13141,41.6,5
13059,41.6,36
26065,41.6,109
27015,41.6,16
31109,41.6,112
38097,41.6,5
41013,41.6,14
48187,41.6,56
51017,41.6,4
53071,41.6,30
55009,41.6,107
56007,41.6,7
12117,41.5,187
12043,41.5,9
18087,41.5,15
19041,41.5,10
25001,41.5,175
29151,41.5,7
41045,41.5,15
42001,41.5,55
48451,41.5,52
56025,41.5,35
06029,41.4,270
19109,41.4,10
20079,41.4,20
27051,41.4,4
42065,41.4,27
08043,41.3,28
18129,41.3,13
19059,41.3,12
22065,41.3,5
26081,41.3,247
27007,41.3,20
45053,41.3,11
51061,41.3,30
08087,41.2,13
16055,41.2,69
19185,41.2,4
19159,41.2,4
20045,41.2,36
20057,41.2,12
27049,41.2,26
42009,41.2,30
42103,41.2,32
51157,41.2,5
55029,41.2,21
55045,41.2,19
01087,41.1,10
06047,41.1,85
48255,41.1,7
48333,41.1,4
13207,41,13
19169,41,32
19079,41,9
20121,41,15
26125,41,567
35029,41,15
42077,41,178
48015,41,15
13243,40.9,5
29121,40.9,10
32005,40.9,32
35005,40.9,31
41027,40.9,10
51153,40.9,107
16027,40.8,72
26055,40.8,45
27037,40.8,148
31141,40.8,16
35025,40.8,24
37149,40.8,15
48307,40.8,6
06107,40.7,145
16035,40.7,6
27093,40.7,13
29149,40.7,7
55047,40.7,12
06055,40.6,70
11001,40.6,240
16059,40.6,6
19095,40.6,9
19031,40.6,10
19149,40.6,14
24021,40.6,95
31059,40.6,4
31067,40.6,13
56009,40.6,6
12085,40.5,124
19053,40.5,5
31119,40.5,17
56015,40.5,8
09003,40.4,439
19121,40.4,8
19025,40.4,7
27085,40.4,18
30073,40.4,3
31177,40.4,10
35057,40.4,9
42091,40.4,408
48177,40.4,10
54023,40.4,7
08085,40.3,24
08125,40.3,5
13067,40.3,223
13247,40.3,32
16075,40.3,11
18037,40.3,20
19197,40.3,9
26111,40.3,42
27001,40.3,13
48201,40.3,"1,243"
51600,40.3,11
55141,40.3,42
06009,40.2,31
19065,40.2,13
20055,40.2,11
27163,40.2,91
27067,40.2,22
56003,40.2,7
17097,40.1,257
45037,40.1,11
24041,40,28
24033,40,299
27039,40,8
42041,40,123
45017,40,8
56031,40,6
12071,39.9,441
20167,39.9,5
25015,39.9,68
29089,39.9,5
32007,39.9,15
40139,39.9,7
18015,39.8,10
39107,39.8,21
55133,39.8,191
31003,39.7,4
55043,39.7,26
02220,39.6,3
19183,39.6,12
20091,39.6,210
27097,39.6,17
27013,39.6,25
29205,39.6,3
55087,39.6,72
13191,39.5,8
30087,39.5,3
48469,39.5,38
48371,39.5,6
55131,39.5,61
22081,39.4,4
42029,39.4,219
51065,39.4,13
54031,39.4,8
17093,39.3,32
19141,39.3,9
19171,39.3,10
26161,39.3,123
27121,39.3,7
34031,39.3,202
48303,39.3,102
20149,39.2,9
27047,39.2,19
41003,39.2,35
48481,39.2,19
51165,39.2,40
13123,39.1,16
31137,39.1,5
06071,39,625
08001,39,133
45013,39,96
26037,38.9,33
31079,38.9,25
13253,38.8,5
27009,38.8,15
27019,38.8,28
37183,38.8,274
44001,38.8,27
51683,38.8,10
51063,38.8,8
55025,38.8,174
09005,38.7,99
12011,38.7,827
17043,38.7,362
55055,38.7,36
27107,38.6,5
33009,38.6,44
53017,38.6,17
55097,38.6,30
56013,38.6,19
08049,38.5,4
27099,38.5,22
37037,38.5,39
42071,38.5,249
53021,38.5,19
06097,38.4,223
27033,38.4,7
29063,38.4,6
55071,38.4,44
13121,38.3,298
16015,38.3,3
35015,38.3,24
41053,38.3,36
53007,38.3,36
34021,38.2,152
42109,38.2,19
48107,38.2,3
56043,38.2,5
04025,38.1,151
12097,38.1,102
16067,38.1,9
27041,38.1,21
48355,38.1,134
48381,38.1,49
55091,38.1,4
27079,38,13
27153,38,13
29073,38,9
27073,37.9,5
29003,37.9,9
31101,37.9,5
42027,37.9,56
46011,37.9,10
55109,37.9,29
08014,37.8,18
13235,37.8,6
13089,37.8,216
27169,37.8,22
34019,37.8,55
38009,37.8,5
53019,37.8,4
04012,37.7,18
19161,37.7,6
20051,37.7,12
41017,37.7,74
55073,37.7,61
06109,37.6,35
16001,37.6,136
20117,37.5,6
27083,37.5,11
39121,37.5,9
46081,37.5,12
48171,37.5,19
30047,37.4,15
31127,37.4,4
48121,37.4,169
04019,37.3,464
08071,37.3,8
08081,37.3,5
12099,37.3,852
13133,37.3,10
13135,37.3,200
38017,37.3,50
55015,37.3,18
04013,37.2,"1,463"
16057,37.2,12
35041,37.2,7
37175,37.2,23
48041,37.2,47
55049,37.2,11
06065,37.1,808
19043,37.1,10
20175,37.1,7
34013,37.1,289
40153,37.1,9
42111,37.1,43
48115,37.1,6
51163,37.1,14
04003,37,65
06039,37,53
19165,37,7
34023,37,319
51199,37,25
19051,36.9,4
27065,36.9,8
31023,36.9,5
31047,36.9,10
48473,36.9,15
08101,36.8,74
38057,36.8,4
42063,36.8,42
42119,36.8,20
48273,36.8,11
51640,36.8,4
19103,36.7,37
19049,36.7,22
35009,36.7,17
39137,36.7,15
48085,36.7,207
48437,36.7,4
55093,36.7,14
19105,36.6,11
48325,36.6,20
06027,36.5,11
06063,36.5,12
08039,36.5,7
20205,36.5,5
34017,36.5,206
47187,36.5,60
54089,36.5,8
31031,36.4,3
53033,36.4,681
16049,36.3,10
19035,36.3,8
25011,36.3,35
06019,36.2,291
08031,36.2,196
27081,36.2,4
06013,36.1,404
48209,36.1,44
06073,36,"1,097"
08063,36,4
31019,36,16
35053,35.9,7
48493,35.9,18
16053,35.8,7
34039,35.8,207
08041,35.7,196
19089,35.7,5
27053,35.7,411
40141,35.7,4
46125,35.7,4
46079,35.6,6
54071,35.6,5
19151,35.5,5
27103,35.5,12
31051,35.5,3
41063,35.5,4
48491,35.5,122
48069,35.5,3
55065,35.5,8
16021,35.4,5
19023,35.4,8
27129,35.4,8
48249,35.4,16
48477,35.4,17
19005,35.3,8
34035,35.3,122
37075,35.3,5
47127,35.3,3
08123,35.2,76
19147,35.2,5
27145,35.2,55
28037,35.2,4
39055,35.2,43
48489,35.2,7
38055,35.1,5
41067,35.1,167
08029,35,17
13117,35,51
48219,35,8
46109,34.9,5
49013,34.9,6
06049,34.8,5
34027,34.8,201
36059,34.8,605
48397,34.8,24
06079,34.7,120
34003,34.7,402
15007,34.6,30
19101,34.6,7
31157,34.6,17
01063,34.5,5
09001,34.5,365
36005,34.5,438
46023,34.5,4
48029,34.5,528
49007,34.5,8
55033,34.5,16
02110,34.4,8
06075,34.4,324
06031,34.4,37
20113,34.4,15
35047,34.4,12
38015,34.4,32
48143,34.4,14
06113,34.3,60
06061,34.3,154
06017,34.3,79
13219,34.3,11
51107,34.2,67
56029,34.2,14
13113,34.1,40
31081,34.1,4
31039,34.1,5
51003,34.1,41
27113,34,6
51095,34,37
19167,33.9,13
36119,33.9,397
48285,33.9,11
04009,33.8,12
13011,33.8,7
35013,33.8,72
46083,33.8,12
08005,33.7,177
30085,33.7,3
04021,33.6,146
18057,33.6,73
19047,33.6,8
19075,33.5,6
27101,33.5,5
37189,33.5,17
55019,33.5,14
06001,33.4,495
30029,33.4,38
36047,33.4,824
48043,33.4,4
15001,33.3,79
27147,33.3,15
41037,33.3,4
46051,33.3,3
48149,33.3,14
20145,33.2,3
30041,33.2,6
38077,33.2,6
48025,33.2,9
55061,33.2,9
31037,33.1,4
30081,33,21
48131,33,5
15003,32.9,377
18001,32.9,13
36087,32.9,116
46033,32.9,5
48463,32.7,10
06059,32.6,979
08021,32.6,3
48453,32.6,230
16005,32.5,25
55089,32.5,37
38089,32.4,10
53029,32.4,38
27109,32.3,50
31159,32.2,7
36061,32.2,573
26139,32.1,86
42093,32,8
16011,31.9,15
35027,31.9,11
48157,31.9,132
48013,31.9,16
48163,31.9,5
19157,31.8,9
46067,31.8,4
06053,31.7,121
16043,31.7,5
19017,31.7,10
53075,31.7,11
26089,31.5,13
06057,31.4,50
30057,31.3,4
48465,31.3,15
16051,31.2,7
31013,31.2,5
35001,31.2,216
06037,31.1,"2,876"
27091,31.1,11
48279,31.1,5
04017,31,35
08083,31,12
19091,31,5
04027,30.9,74
35043,30.9,42
19195,30.7,4
46005,30.7,8
46065,30.7,6
08015,30.6,8
27055,30.6,9
08003,30.5,5
08059,30.5,179
12021,30.5,194
06081,30.4,254
08075,30.4,8
36081,30.4,740
06111,30.3,250
27133,30.3,5
35039,30.3,14
35045,30.1,36
27045,30,10
35017,30,15
06069,29.9,15
12086,29.9,885
48287,29.9,6
53001,29.9,5
56019,29.9,4
08069,29.8,92
13093,29.8,5
41023,29.8,4
01011,29.7,4
06041,29.7,106
30095,29.7,4
20131,29.6,5
27023,29.6,6
48259,29.5,14
55119,29.4,8
06083,29.3,134
08089,29.3,8
56039,29.1,5
56001,29.1,8
31045,28.9,4
49045,28.9,12
24027,28.8,74
51830,28.7,4
15009,28.6,51
06087,28.4,74
19021,28.4,7
56037,28.4,9
30001,28.3,4
31185,28.2,5
31027,28.2,4
48031,28.2,5
16085,27.8,4
30031,27.8,21
06085,27.6,472
35055,27.5,13
06025,27,42
27063,27,5
16031,26.9,6
20115,26.8,5
56023,26.8,5
27105,26.6,8
20095,26.5,3
08119,26.4,8
51510,26.4,33
39075,26.3,11
51013,26.3,43
08045,26.1,11
19055,25.7,6
04005,25.6,26
51059,25.6,242
08093,25.5,4
16019,25.4,24
37029,25.4,3
48427,25.4,13
49057,25.4,51
35007,25.3,6
51610,25.1,3
24031,25,263
19131,24.8,5
35006,24.7,7
08067,24.6,13
19119,24.4,3
08013,24.3,65
08107,24.3,4
48141,24.3,169
49047,24.3,6
08035,24,48
48061,24,89
53055,23.9,7
48389,23.6,3
04023,23.1,12
48323,23.1,10
49051,23.1,4
35049,23,42
30067,22.8,5
08007,22.7,4
48215,22.5,137
49053,22.5,41
19191,22.2,7
49035,22.1,177
56041,22.1,4
08117,21.6,3
30009,21.3,4
49041,21.3,5
08105,21,3
48479,20.7,35
49021,19.7,7
49039,18.8,5
04001,17.7,12
49003,17.6,8
49011,17.2,38
35028,15.8,4
08037,14.9,5
49043,14.4,4
49049,12.4,37
35031,11.6,7
49005,9.2,7
16003,*,*
19003,*,*
38001,*,*
02013,*,*
02016,*,*
06003,*,*
48011,*,*
31005,*,*
19009,*,*
46003,*,*
08009,*,*
48017,*,*
13007,*,*
31007,*,*
16007,*,*
40007,*,*
49001,*,*
46007,*,*
38005,*,*
08011,*,*
30003,*,*
38007,*,*
16013,*,*
30005,*,*
31009,*,*
31011,*,*
48033,*,*
38011,*,*
31015,*,*
48045,*,*
02060,*,*
30007,*,*
48047,*,*
31017,*,*
46017,*,*
38013,*,*
16023,*,*
16025,*,*
42023,*,*
46021,*,*
16029,*,*
30011,*,*
35003,*,*
38019,*,*
20017,*,*
13053,*,*
08017,*,*
20023,*,*
30015,*,*
40025,*,*
16033,*,*
20025,*,*
46025,*,*
13061,*,*
08019,*,*
48079,*,*
48081,*,*
48087,*,*
20033,*,*
48095,*,*
27031,*,*
46031,*,*
08023,*,*
48101,*,*
48103,*,*
48105,*,*
08025,*,*
48109,*,*
08027,*,*
16037,*,*
49009,*,*
48111,*,*
30019,*,*
35011,*,*
20039,*,*
02068,*,*
31049,*,*
46041,*,*
48125,*,*
38021,*,*
02070,*,*
48127,*,*
38023,*,*
08033,*,*
46043,*,*
31057,*,*
38025,*,*
13101,*,*
38027,*,*
46045,*,*
20047,*,*
48137,*,*
49015,*,*
38029,*,*
32009,*,*
32011,*,*
30025,*,*
46049,*,*
48155,*,*
38031,*,*
16041,*,*
31061,*,*
31063,*,*
31065,*,*
31069,*,*
30033,*,*
31071,*,*
49017,*,*
53023,*,*
48169,*,*
41021,*,*
08047,*,*
13125,*,*
48173,*,*
30037,*,*
38033,*,*
31073,*,*
20063,*,*
20065,*,*
30039,*,*
20067,*,*
31075,*,*
38037,*,*
20069,*,*
20071,*,*
31077,*,*
35019,*,*
08051,*,*
46055,*,*
02100,*,*
48191,*,*
20075,*,*
46057,*,*
46059,*,*
48195,*,*
46061,*,*
48197,*,*
35021,*,*
46063,*,*
31083,*,*
40057,*,*
40059,*,*
48205,*,*
20081,*,*
31085,*,*
38041,*,*
35023,*,*
51091,*,*
08053,*,*
31087,*,*
20083,*,*
31091,*,*
48229,*,*
46069,*,*
48235,*,*
28055,*,*
08057,*,*
46071,*,*
48243,*,*
46073,*,*
48247,*,*
46075,*,*
49023,*,*
30045,*,*
15005,*,*
49025,*,*
48261,*,*
48263,*,*
26083,*,*
31103,*,*
38043,*,*
48269,*,*
48271,*,*
08061,*,*
20097,*,*
27069,*,*
48275,*,*
48283,*,*
38045,*,*
08065,*,*
02164,*,*
32015,*,*
20101,*,*
16061,*,*
51678,*,*
30051,*,*
16063,*,*
20105,*,*
32017,*,*
48295,*,*
20109,*,*
31113,*,*
38047,*,*
31115,*,*
48301,*,*
46085,*,*
16065,*,*
48317,*,*
48319,*,*
30055,*,*
38051,*,*
38053,*,*
48311,*,*
31117,*,*
46089,*,*
20119,*,*
30059,*,*
46095,*,*
48327,*,*
55078,*,*
49027,*,*
46097,*,*
08079,*,*
06051,*,*
46101,*,*
35033,*,*
49029,*,*
31123,*,*
20129,*,*
48345,*,*
31125,*,*
38063,*,*
20135,*,*
56027,*,*
02188,*,*
20137,*,*
51720,*,*
48359,*,*
38065,*,*
16071,*,*
20141,*,*
08091,*,*
48369,*,*
31133,*,*
31135,*,*
46105,*,*
30069,*,*
08095,*,*
38069,*,*
08097,*,*
49031,*,*
46107,*,*
30075,*,*
16077,*,*
30079,*,*
48377,*,*
02201,*,*
20153,*,*
48383,*,*
38075,*,*
49033,*,*
08103,*,*
48393,*,*
21201,*,*
31149,*,*
40129,*,*
20163,*,*
20165,*,*
08109,*,*
08111,*,*
49037,*,*
08113,*,*
46111,*,*
38081,*,*
48413,*,*
13249,*,*
20171,*,*
08115,*,*
48417,*,*
20179,*,*
31161,*,*
38083,*,*
41055,*,*
48421,*,*
06091,*,*
31165,*,*
38085,*,*
02232,*,*
38087,*,*
02240,*,*
20185,*,*
46117,*,*
20187,*,*
31167,*,*
38091,*,*
48431,*,*
20189,*,*
27149,*,*
48433,*,*
32029,*,*
56035,*,*
46119,*,*
48435,*,*
13265,*,*
48443,*,*
16081,*,*
31169,*,*
20193,*,*
31171,*,*
48447,*,*
38095,*,*
27155,*,*
30103,*,*
20195,*,*
46123,*,*
35059,*,*
30105,*,*
31175,*,*
20197,*,*
02270,*,*
53069,*,*
20199,*,*
08121,*,*
31179,*,*
49055,*,*
13307,*,*
30107,*,*
31183,*,*
41069,*,*
30109,*,*
20203,*,*
27167,*,*
29227,*,*
02282,*,*
02290,*,*
48505,*,*
48507,*,*
46137,*,*
